student_id,gender,department,total_amount,txn_count,avg_amount,median_amount,amount_std,active_days,merchant_count,amount_cv,avg_daily_amount_window,avg_daily_txn_window,avg_active_day_amount,txn_per_active_day,meal_amount_breakfast_share,meal_amount_lunch_share,meal_amount_dinner_share,meal_amount_late_night_share,pay_amount_scan_pay_share,pay_amount_e_account_share,pay_amount_card_share,merchant_amount_staple_share,merchant_amount_dish_share,merchant_amount_fruit_share,merchant_amount_other_share,weekend_amount_share,month_start_amount_share,month_end_amount_share,merchant_entropy_norm,monthly_amount_mean,monthly_amount_std,log_total_amount,log_txn_count,log_merchant_count,cluster,cluster_name
S0012,男,信息与计算科学,120.8,29,4.165517241379311,3.5,3.1304125540606766,4,4,0.7515063250642352,0.8628571428571429,0.20714285714285716,30.2,7.25,0.0,0.793046357615894,0.20695364238410596,0.0,0.3741721854304636,0.6258278145695364,0.0,0.014900662251655627,0.935430463576159,0.049668874172185434,0.0,0.6208609271523179,0.3791390728476821,0.6208609271523179,0.6286902397098635,24.16,48.02056226243087,4.802380355275797,3.4011973816621555,1.6094379124341003,2,类2-中消费
S0013,女,应用物理学,53.1,9,5.9,7.0,2.4377243486497813,4,4,0.41317361841521716,0.3792857142857143,0.06428571428571428,13.275,2.25,0.0847457627118644,0.839924670433145,0.07532956685499058,0.0,1.0,0.0,0.0,0.160075329566855,0.839924670433145,0.0,0.0,0.0,0.263653483992467,0.0,0.7925342978776633,10.620000000000001,19.069808598934603,3.9908341858524357,2.302585092994046,1.6094379124341003,2,类2-中消费
S0014,男,应用物理学,210.8,54,3.903703703703704,4.0,2.730952074150474,15,6,0.6995797533402542,1.5057142857142858,0.38571428571428573,14.053333333333335,3.6,0.15654648956356734,0.3733396584440228,0.4701138519924098,0.0,0.22011385199240985,0.7798861480075902,0.0,0.2979127134724857,0.6522770398481973,0.04981024667931688,0.0,0.3135673624288425,0.4796015180265654,0.07827324478178367,0.8278099477966356,42.160000000000004,42.342158660134466,5.355642433167306,4.007333185232471,1.9459101490553132,2,类2-中消费
S0015,女,应用物理学,690.0,166,4.156626506024097,4.0,3.357928393521882,45,4,0.8078494396009165,4.928571428571429,1.1857142857142857,15.333333333333334,3.688888888888889,0.2694202898550725,0.46463768115942033,0.26594202898550723,0.0,0.06594202898550725,0.9340579710144927,0.0,0.2866666666666667,0.7133333333333333,0.0,0.0,0.2947826086956522,0.3882608695652174,0.26811594202898553,0.8031474969811124,138.0,135.68612309296776,6.53813982376767,5.117993812416755,1.6094379124341003,1,类1-高消费
S0016,女,数学与应用数学,580.6,176,3.2988636363636363,3.0,2.894724040859037,33,9,0.8774912697058053,4.147142857142858,1.2571428571428571,17.593939393939394,5.333333333333333,0.08267309679641749,0.7084050981743024,0.20892180502928004,0.0,0.7509472959007922,0.24905270409920768,0.0,0.22838442990010333,0.7457802273510161,0.0,0.02583534274888047,0.2743713399931106,0.3430933517051326,0.22821219428177747,0.6514685880963909,116.12,199.8526096902415,6.3657829262193095,5.176149732573829,2.302585092994046,1,类1-高消费
S0017,男,光电信息科学与工程,888.0,216,4.111111111111111,3.5,3.2018260293902006,63,7,0.7788225476895083,6.3428571428571425,1.542857142857143,14.095238095238095,3.4285714285714284,0.12162162162162163,0.8101351351351351,0.06824324324324324,0.0,0.0,0.9966216216216216,0.0033783783783783786,0.25,0.7055180180180181,0.04448198198198198,0.0,0.14842342342342343,0.3202702702702702,0.21216216216216216,0.7419855653403103,177.6,72.51198521623857,6.790097235513905,5.37989735354046,2.0794415416798357,1,类1-高消费
S0018,男,应用物理学,7.5,2,3.75,3.75,3.181980515339464,1,2,0.848528137423857,0.05357142857142857,0.014285714285714285,7.5,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,1.0,0.7219280948873623,1.5,3.0,2.1400661634962708,1.0986122886681098,1.0986122886681098,0,类3-低消费
S0019,男,应用物理学,710.2,155,4.581935483870968,4.0,3.510308954614907,34,8,0.7661192452341743,5.072857142857143,1.1071428571428572,20.88823529411765,4.5588235294117645,0.021120811039143903,0.4243874964798648,0.5544916924809913,0.0,1.0,0.0,0.0,0.0751900872993523,0.7664038299070685,0.10982821740354831,0.048577865390030985,0.4255139397352858,0.4145311179949309,0.25147845677274006,0.6512552759504447,142.04000000000002,137.87590942583117,6.566953684199695,5.049856007249537,2.1972245773362196,1,类1-高消费
S0020,女,应用物理学,325.0,75,4.333333333333333,4.0,3.1744900988012845,19,7,0.7325746381849119,2.3214285714285716,0.5357142857142857,17.105263157894736,3.9473684210526314,0.0,0.2449230769230769,0.7550769230769231,0.0,1.0,0.0,0.0,0.05261538461538462,0.9381538461538461,0.009230769230769232,0.0,0.3067692307692308,0.34892307692307695,0.25353846153846155,0.6045289220508704,65.0,89.38295139454728,5.786897381366708,4.330733340286331,2.0794415416798357,2,类2-中消费
S0021,男,光电信息科学与工程,33.9,6,5.6499999999999995,3.25,6.455617708631761,3,4,1.1425872050675685,0.24214285714285713,0.04285714285714286,11.299999999999999,2.0,0.08849557522123894,0.0,0.911504424778761,0.0,1.0,0.0,0.0,0.10029498525073746,0.3834808259587021,0.0,0.5162241887905605,0.5162241887905605,0.08849557522123894,0.911504424778761,0.7039328582162365,6.779999999999999,12.115840870529787,3.5524868292083815,1.9459101490553132,1.6094379124341003,2,类2-中消费
S0022,女,信息与计算科学,106.5,37,2.8783783783783785,3.0,2.110178393608666,11,5,0.7331136203147478,0.7607142857142857,0.2642857142857143,9.681818181818182,3.3636363636363638,0.046948356807511735,0.47042253521126765,0.48262910798122066,0.0,0.9107981220657277,0.0892018779342723,0.0,0.6431924882629108,0.3286384976525822,0.028169014084507043,0.0,0.19342723004694837,0.5183098591549296,0.36338028169014086,0.7554325977385131,21.3,21.914743895377832,4.677490847567717,3.6375861597263857,1.791759469228055,2,类2-中消费
S0023,男,数学与应用数学,385.9,76,5.0776315789473685,5.0,3.7082106622722333,16,4,0.7303032141297997,2.7564285714285712,0.5428571428571428,24.11875,4.75,0.0,0.3809277014770666,0.6190722985229334,0.0,0.9243327286861882,0.07566727131381187,0.0,0.03576055973050012,0.9279606115573983,0.03627882871210158,0.0,0.3661570355014253,0.4397512308888313,0.30474216118165326,0.6628527547690426,77.17999999999999,66.553869910021,5.9581662617064675,4.343805421853684,1.6094379124341003,2,类2-中消费
S0024,男,信息与计算科学,104.0,19,5.473684210526316,6.0,1.6058373050506696,9,3,0.29337412303810306,0.7428571428571429,0.1357142857142857,11.555555555555555,2.111111111111111,1.0,0.0,0.0,0.0,0.9326923076923077,0.0673076923076923,0.0,0.5,0.0625,0.4375,0.0,0.6317307692307692,0.5846153846153845,0.0673076923076923,0.8024052436705212,20.8,11.165124271587846,4.653960350157523,2.995732273553991,1.3862943611198906,0,类3-低消费
S0025,男,信息与计算科学,320.0,62,5.161290322580645,5.0,2.90535711180535,20,6,0.5629129404122866,2.2857142857142856,0.44285714285714284,16.0,3.1,0.4640625,0.4296875,0.10625,0.0,1.0,0.0,0.0,0.415625,0.546875,0.0375,0.0,0.159375,0.375,0.4015625,0.6125815827636252,64.0,59.38686723510511,5.771441123130016,4.143134726391533,1.9459101490553132,2,类2-中消费
S0026,男,数学与应用数学,182.8,54,3.3851851851851853,1.0,3.5559892293174435,13,5,1.050456336888085,1.3057142857142858,0.38571428571428573,14.061538461538463,4.153846153846154,0.0,0.5131291028446389,0.486870897155361,0.0,0.05032822757111598,0.8621444201312911,0.08752735229759301,0.05470459518599562,0.9015317286652079,0.0437636761487965,0.0,0.4234135667396061,0.5010940919037199,0.1991247264770241,0.8384805138576841,36.56,73.12,5.213848209921586,4.007333185232471,1.791759469228055,2,类2-中消费
S0027,女,数学与应用数学,999.5,225,4.442222222222222,3.5,3.2490032048917437,51,9,0.7313914168090468,7.139285714285714,1.6071428571428572,19.598039215686274,4.411764705882353,0.1804902451225613,0.5210605302651325,0.29844922461230616,0.0,1.0,0.0,0.0,0.4657328664332166,0.5342671335667833,0.0,0.0,0.3395697848924462,0.3537768884442221,0.17968984492246123,0.7673949046550257,199.9,278.80859384172504,6.908255154023788,5.420534999272286,2.302585092994046,1,类1-高消费
S0028,男,光电信息科学与工程,1266.4,406,3.1192118226600987,1.0,3.1392183299225316,68,8,1.0064139623725108,9.045714285714286,2.9,18.623529411764707,5.970588235294118,0.003948199620972836,0.4706253948199621,0.5254264055590651,0.0,0.0,1.0,0.0,0.09696778269109285,0.8645767530006317,0.00410612760581175,0.03434933670246367,0.2895609602021478,0.4145609602021478,0.2047536323436513,0.6277813221476021,253.28000000000003,185.61859174123697,7.144722836889416,6.008813185442595,2.1972245773362196,1,类1-高消费
S0029,女,数学与应用数学,130.4,26,5.015384615384615,4.4,2.3043771058908407,6,3,0.4594616928923455,0.9314285714285715,0.18571428571428572,21.733333333333334,4.333333333333333,0.0,0.24233128834355827,0.7576687116564417,0.0,1.0,0.0,0.0,0.665644171779141,0.3343558282208589,0.0,0.0,0.0,0.3205521472392638,0.14570552147239263,0.731149067083876,26.080000000000002,52.160000000000004,4.8782461060505105,3.295836866004329,1.3862943611198906,2,类2-中消费
S0030,男,信息与计算科学,1218.7,211,5.775829383886256,8.0,3.9934510256870626,69,6,0.6914073737753099,8.705,1.5071428571428571,17.66231884057971,3.0579710144927534,0.018052022647082958,0.6930335603511939,0.28891441700172316,0.0,0.0,1.0,0.0,0.5067695084926561,0.45737261015836544,0.035857881348978424,0.0,0.32690571920899314,0.40370887010749157,0.31853614507261835,0.7057866053595371,243.74,219.9296760330447,7.106360205849192,5.356586274672012,1.9459101490553132,1,类1-高消费
S0031,男,光电信息科学与工程,930.1,262,3.5500000000000003,3.0,2.9444245643802236,45,7,0.8294153702479502,6.643571428571429,1.8714285714285714,20.66888888888889,5.822222222222222,0.2994301687990539,0.686162778195893,0.01440705300505322,0.0,0.0,0.9989248467906676,0.0010751532093323298,0.31985807977636815,0.6561660036555209,0.010536501451456834,0.013439415116654125,0.2658853886678852,0.3970540802064294,0.16761638533491022,0.5035744211070033,186.02,278.83969875180975,6.836366682894484,5.572154032177765,2.0794415416798357,1,类1-高消费
S0032,男,信息与计算科学,143.8,29,4.958620689655173,6.0,3.8633365706508247,9,4,0.7791151637612929,1.0271428571428571,0.20714285714285716,15.97777777777778,3.2222222222222223,0.010431154381084839,0.9895688456189151,0.0,0.0,1.0,0.0,0.0,0.02920723226703755,0.8936022253129345,0.0771905424200278,0.0,0.12934631432545202,0.49026425591098743,0.5097357440890125,0.614215870497258,28.76,34.515306749325,4.975353479951616,3.4011973816621555,1.6094379124341003,2,类2-中消费
S0033,男,信息与计算科学,44.4,12,3.6999999999999997,2.0,3.9703446152237674,6,2,1.07306611222264,0.3171428571428571,0.08571428571428572,7.3999999999999995,2.0,0.45045045045045046,0.5495495495495495,0.0,0.0,1.0,0.0,0.0,0.45045045045045046,0.0,0.0,0.5495495495495495,0.9099099099099099,0.7297297297297297,0.1801801801801802,0.9929042710341395,8.879999999999999,17.759999999999998,3.8155121050473024,2.5649493574615367,1.0986122886681098,2,类2-中消费
S0034,男,信息与计算科学,194.0,21,9.238095238095237,10.0,2.0224925687072854,9,2,0.21892960795285052,1.3857142857142857,0.15,21.555555555555557,2.3333333333333335,0.0,0.865979381443299,0.13402061855670103,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.41237113402061853,0.38144329896907214,0.0,0.669592059792852,38.8,62.01419192410717,5.272999558563747,3.091042453358316,1.0986122886681098,2,类2-中消费
S0035,男,光电信息科学与工程,1666.8,188,8.86595744680851,10.0,3.4934638187227574,71,5,0.39403119625622657,11.905714285714286,1.3428571428571427,23.47605633802817,2.647887323943662,0.0,0.4099472042236621,0.590052795776338,0.0,0.0,1.0,0.0,0.06503479721622271,0.8573314134869211,0.07763378929685626,0.0,0.27681785457163427,0.3623110151187905,0.2840172786177106,0.4408661553306909,333.36,361.4514219089475,7.419260671652885,5.241747015059643,1.791759469228055,1,类1-高消费
S0036,男,光电信息科学与工程,1000.6,210,4.7647619047619045,5.5,3.25427891901606,23,4,0.6829887797255373,7.147142857142858,1.5,43.504347826086956,9.130434782608695,0.06995802518488907,0.5604637217669398,0.36957825304817116,0.0,0.9668199080551668,0.0331800919448331,0.0,0.0385768538876674,0.8864681191285229,0.07495502698380971,0.0,0.33979612232660406,0.3977613431940835,0.20187887267639415,0.4163064531885066,200.12,395.95400945059265,6.909354000345834,5.351858133476067,1.6094379124341003,1,类1-高消费
S0037,女,光电信息科学与工程,397.4,117,3.3965811965811965,3.0,2.638669061841451,22,7,0.7768602924898081,2.8385714285714285,0.8357142857142857,18.063636363636363,5.318181818181818,0.10694514343231003,0.4753397081026674,0.41771514846502267,0.0,0.0,0.9597382989431303,0.04026170105686965,0.4989934574735783,0.5010065425264217,0.0,0.0,0.22898842476094616,0.44313034725717165,0.18696527428283846,0.5614726133666366,79.47999999999999,154.27514900333105,5.987456525710443,4.770684624465665,2.0794415416798357,1,类1-高消费
S0038,男,光电信息科学与工程,184.0,38,4.842105263157895,4.5,2.6502046406398225,8,5,0.5473248714364851,1.3142857142857143,0.2714285714285714,23.0,4.75,0.3391304347826087,0.39293478260869563,0.26793478260869563,0.0,0.6641304347826087,0.3358695652173913,0.0,0.3016304347826087,0.5461956521739131,0.15217391304347827,0.0,0.3358695652173913,0.5652173913043478,0.07880434782608696,0.844699623335246,36.8,59.74077334618293,5.220355825078324,3.6635616461296463,1.791759469228055,2,类2-中消费
S0039,男,光电信息科学与工程,721.9,198,3.645959595959596,3.0,3.0096391402798455,52,10,0.8254724335439942,5.156428571428571,1.4142857142857144,13.882692307692308,3.8076923076923075,0.10555478598143786,0.8778224130766034,0.01662280094195872,0.0,0.9862861892228841,0.013713810777115944,0.0,0.1401856212771852,0.8206122731680288,0.03920210555478598,0.0,0.2885441196841668,0.3183266380385095,0.3183266380385095,0.4259346244662145,144.38,116.21938564628536,6.5832709000062515,5.293304824724492,2.3978952727983707,1,类1-高消费
S0040,男,信息与计算科学,2537.7,557,4.556014362657091,5.5,2.9883443696695644,82,5,0.6559119730093973,18.12642857142857,3.9785714285714286,30.947560975609754,6.7926829268292686,0.2393505930567049,0.48043503960279,0.2802143673405052,0.0,0.9596485006107892,0.0403514993892107,0.0,0.26299404973007057,0.7350356622138157,0.001970288056113804,0.0,0.30448831619182726,0.38148717342475474,0.2694565945541238,0.509202659120938,507.53999999999996,489.10478059409724,7.839407417968991,6.324358962381311,1.791759469228055,1,类1-高消费
S0041,男,数学与应用数学,317.9,80,3.97375,2.5,3.278805885985731,18,5,0.8251162971967867,2.2707142857142855,0.5714285714285714,17.66111111111111,4.444444444444445,0.07077697389116075,0.13966656181189055,0.7895564642969488,0.0,0.0,1.0,0.0,0.12865681031770998,0.8713431896822901,0.0,0.0,0.1446995910663731,0.37401698647373394,0.3711859075180875,0.7758462889117904,63.58,117.80163666095646,5.764877574016012,4.394449154672439,1.791759469228055,2,类2-中消费
S0042,男,信息与计算科学,220.7,50,4.414,4.0,3.9257917438812946,10,5,0.8893955015589703,1.5764285714285713,0.35714285714285715,22.07,5.0,0.0724966017217943,0.5849569551427277,0.342546443135478,0.0,0.0,1.0,0.0,0.12233801540552787,0.8595378341640235,0.018124150430448575,0.0,0.5482555505210693,0.1323062981422746,0.4277299501585864,0.5398641219075386,44.14,86.63568779665803,5.4013251166222656,3.9318256327243257,1.791759469228055,2,类2-中消费
S0043,女,数学与应用数学,736.2,175,4.206857142857143,4.0,3.207329762218484,42,9,0.762405200201351,5.258571428571429,1.25,17.52857142857143,4.166666666666667,0.09209453952730236,0.6468350991578374,0.26107036131486006,0.0,0.18432491170877477,0.8156750882912251,0.0,0.30277098614506925,0.6863624015213257,0.010866612333604997,0.0,0.21597392013039934,0.44186362401521323,0.15539255637055147,0.710311870840511,147.24,220.16831379651342,6.602859225795668,5.170483995038151,2.302585092994046,1,类1-高消费
S0044,男,光电信息科学与工程,175.0,49,3.5714285714285716,3.0,3.395524014542281,19,4,0.9507467240718387,1.25,0.35,9.210526315789474,2.5789473684210527,0.06857142857142857,0.08457142857142858,0.8468571428571428,0.0,0.7645714285714287,0.23542857142857143,0.0,0.15314285714285714,0.7897142857142857,0.05714285714285714,0.0,0.15142857142857144,0.34114285714285714,0.20514285714285713,0.5296775847617115,35.0,19.975084480422105,5.170483995038151,3.912023005428146,1.6094379124341003,2,类2-中消费
S0045,男,光电信息科学与工程,41.5,6,6.916666666666667,7.5,1.0206207261596576,6,1,0.1475596230592276,0.29642857142857143,0.04285714285714286,6.916666666666667,1.0,0.4578313253012048,0.3614457831325301,0.18072289156626506,0.0,0.3614457831325301,0.6385542168674698,0.0,1.0,0.0,0.0,0.0,0.0,0.4819277108433735,0.3373493975903614,0.0,8.3,5.005996404313531,3.7495040759303713,1.9459101490553132,0.6931471805599453,0,类3-低消费
S0046,男,光电信息科学与工程,17.2,6,2.8666666666666667,3.0,1.970448341537191,1,3,0.6873657005362294,0.12285714285714285,0.04285714285714286,17.2,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.06976744186046512,0.5813953488372093,0.3488372093023256,0.0,1.0,1.0,0.0,0.7904923764356966,3.44,6.879999999999999,2.9014215940827497,1.9459101490553132,1.3862943611198906,2,类2-中消费
S0047,女,光电信息科学与工程,1008.9,234,4.311538461538461,4.0,3.389088047639319,63,4,0.7860507514596101,7.206428571428571,1.6714285714285715,16.014285714285712,3.7142857142857144,0.02190504509862226,0.5969868173258004,0.3811081375755773,0.0,0.25770641292496776,0.7422935870750322,0.0,0.2868470611557141,0.7131529388442859,0.0,0.0,0.24759639211021905,0.4293785310734463,0.3126177024482109,0.6882339937710787,201.78,202.84929775574773,6.917606595032511,5.459585514144159,1.6094379124341003,1,类1-高消费
S0048,男,光电信息科学与工程,157.0,39,4.0256410256410255,5.0,3.068663171027406,9,3,0.7622793864335594,1.1214285714285714,0.2785714285714286,17.444444444444443,4.333333333333333,0.0,0.8305732484076433,0.1694267515923567,0.0,0.08662420382165605,0.913375796178344,0.0,0.0535031847133758,0.9464968152866242,0.0,0.0,0.27133757961783433,0.16050955414012738,0.7834394904458599,0.41735285878310824,31.4,31.843115425473055,5.062595033026967,3.6888794541139363,1.3862943611198906,2,类2-中消费
S0049,男,光电信息科学与工程,369.8,89,4.155056179775281,4.0,3.19153750479847,20,7,0.7681093508033094,2.6414285714285715,0.6357142857142857,18.490000000000002,4.45,0.0,0.43239588967009196,0.5676041103299081,0.0,0.08599242833964305,0.914007571660357,0.0,0.06273661438615467,0.9372633856138454,0.0,0.0,0.05164954029204976,0.18848025959978368,0.3623580313683072,0.6213382817955346,73.96000000000001,60.53645513242413,5.9156628336917,4.499809670330265,2.0794415416798357,1,类1-高消费
S0050,男,光电信息科学与工程,1674.7,443,3.7803611738148986,3.0,3.1207230070054144,41,6,0.8255092208176978,11.962142857142858,3.164285714285714,40.84634146341463,10.804878048780488,0.0782229653072192,0.5305427837821699,0.39123425091061087,0.0,0.15262435062996357,0.8471368006210067,0.00023884874902967696,0.15387830656236937,0.8461216934376306,0.0,0.0,0.26530124798471366,0.3687824685018212,0.2107840210186899,0.6345269352236187,334.94,354.27356435387617,7.423986267406678,6.095824562432225,1.9459101490553132,1,类1-高消费
S0051,男,光电信息科学与工程,409.9,92,4.4554347826086955,4.8,3.276904332855777,11,5,0.7354847490186179,2.9278571428571425,0.6571428571428571,37.26363636363636,8.363636363636363,0.0,0.5506221029519395,0.4493778970480605,0.0,1.0,0.0,0.0,0.030739204684069286,0.9438887533544768,0.025372041961454015,0.0,0.28397170041473535,0.47743352037082215,0.06977311539399854,0.49846553219152173,81.98,157.49174454554753,6.018349875889364,4.532599493153256,1.791759469228055,2,类2-中消费
S0052,男,光电信息科学与工程,66.6,16,4.1625,3.75,3.5160346983498334,2,3,0.8446930206245846,0.4757142857142857,0.11428571428571428,33.3,8.0,0.0,0.25825825825825827,0.7417417417417418,0.0,1.0,0.0,0.0,0.05405405405405405,0.7657657657657658,0.1801801801801802,0.0,0.6966966966966968,1.0,0.0,0.6106581209346016,13.319999999999999,26.639999999999997,4.213607983048918,2.833213344056216,1.3862943611198906,2,类2-中消费
S0053,男,光电信息科学与工程,790.9,209,3.7842105263157895,3.5,3.2996779379095655,69,8,0.8719593994475904,5.649285714285714,1.4928571428571429,11.46231884057971,3.028985507246377,0.11430016436970541,0.7219623214059931,0.16373751422430144,0.0,0.008850676444556834,0.9911493235554432,0.0,0.1746112024276141,0.7933999241370591,0.031988873435326845,0.0,0.3728663547856872,0.3233025666961689,0.2747502844860286,0.4445118960793257,158.18,105.3389462639531,6.674435121216367,5.3471075307174685,2.1972245773362196,1,类1-高消费
S0054,男,光电信息科学与工程,1432.1,294,4.8710884353741495,5.0,3.0202186999562555,56,5,0.6200295354983165,10.229285714285714,2.1,25.573214285714283,5.25,0.07366803994134488,0.0415473779763983,0.8847845820822569,0.0,0.041058585294323026,0.958941414705677,0.0,0.0973395712589903,0.827805320857482,0.0748551078835277,0.0,0.2720480413378954,0.3796522589204665,0.2729557991760352,0.5383615642217041,286.42,272.7389403807238,7.267595209064026,5.68697535633982,1.791759469228055,1,类1-高消费
S0055,男,光电信息科学与工程,196.0,44,4.454545454545454,4.0,3.8607418581873936,19,7,0.8666971518379863,1.4,0.3142857142857143,10.31578947368421,2.3157894736842106,0.1096938775510204,0.3877551020408163,0.5025510204081632,0.0,1.0,0.0,0.0,0.20765306122448982,0.3739795918367347,0.02040816326530612,0.3979591836734694,0.1096938775510204,0.4260204081632653,0.21275510204081635,0.6978667463965721,39.2,50.862206007997735,5.2832037287379885,3.8066624897703196,2.0794415416798357,2,类2-中消费
